# Estimated Coulombstress in Roof region of gallery in Morsleben (from Dirk Becker) (see Dahm, 2022, fig 7)
# Coulombstress_in_Pa   day_since_filling
6696109.09 159.604
6693732.94 159.646
6686871.17 159.688
6667623.72 159.729
6643799.85 159.771
6625282.09 159.812
6620829.70 159.854
6621776.40 159.896
6623574.49 159.938
6625874.79 159.979
6628328.15 160.021
6630585.40 160.062
6632297.36 160.104
6633114.86 160.146
6630073.28 160.188
6618382.07 160.229
6599235.12 160.271
6573998.25 160.312
6544037.27 160.354
6510718.00 160.396
6475406.26 160.438
6439467.84 160.479
6404268.58 160.521
6371174.28 160.562
6341550.76 160.604
6316763.84 160.646
6298179.32 160.688
6286561.62 160.729
6277425.08 160.771
6269443.70 160.812
6262465.61 160.854
6256338.93 160.896
6250911.77 160.938
6246032.27 160.979
6241548.53 161.021
6237308.70 161.062
6233160.88 161.104
6228953.20 161.146
6224533.78 161.188
6219750.74 161.229
6214452.21 161.271
6208486.31 161.312
6201701.15 161.354
6193944.87 161.396
6185065.59 161.438
6174570.71 161.479
6157612.20 161.521
6133666.00 161.562
6104038.85 161.604
6070037.49 161.646
6032968.65 161.688
5994139.06 161.729
5954855.46 161.771
5916424.59 161.812
5880153.17 161.854
5847347.94 161.896
5819315.63 161.938
5797362.99 161.979
5782796.73 162.021
5776923.61 162.062
5777032.96 162.104
5777601.52 162.146
5778536.37 162.188
5779801.28 162.229
5781360.02 162.271
5783176.33 162.312
5785214.00 162.354
5787436.78 162.396
5789808.43 162.438
5792292.72 162.479
5794853.41 162.521
5797454.26 162.562
5800059.04 162.604
5802631.50 162.646
5805135.42 162.688
5807534.55 162.729
5809792.66 162.771
5811873.51 162.812
5813740.86 162.854
5815358.48 162.896
5816690.13 162.938
5817699.57 162.979
5818350.57 163.021
5818606.88 163.062
5818107.49 163.104
5816418.40 163.146
5813648.68 163.188
5809912.49 163.229
5805323.97 163.271
5799997.28 163.312
5794046.56 163.354
5787585.97 163.396
5780729.65 163.438
5773591.76 163.479
5766286.46 163.521
5758927.88 163.562
5751630.18 163.604
5744507.51 163.646
5737674.03 163.688
5731243.87 163.729
5725331.21 163.771
5720050.17 163.812
5715514.92 163.854
5711839.61 163.896
5709138.39 163.938
5707525.40 163.979
5707180.47 164.021
5710859.15 164.062
5719665.18 164.104
5733182.78 164.146
5750996.17 164.188
5772689.59 164.229
5797847.24 164.271
5826053.36 164.312
5856892.17 164.354
5889947.89 164.396
5924804.74 164.438
5961046.94 164.479
5998258.73 164.521
6036024.32 164.562
6073927.93 164.604
6111553.79 164.646
6148486.12 164.688
6184309.15 164.729
6218607.10 164.771
6250964.18 164.812
6280964.63 164.854
6308192.67 164.896
6331867.76 164.938
6354639.99 164.979
6376302.13 165.021
6397920.56 165.062
6419809.87 165.104
6441877.25 165.146
6464326.99 165.188
6485986.84 165.229
6506066.06 165.271
6526220.76 165.312
6546096.38 165.354
6564918.93 165.396
6581914.42 165.438
6596308.85 165.479
6607614.09 165.521
6618131.98 165.562
6628494.47 165.604
6638647.83 165.646
6648538.30 165.688
6658112.15 165.729
6667315.64 165.771
6676095.02 165.812
6684396.54 165.854
6692166.47 165.896
6699351.07 165.938
6705896.59 165.979
6711749.28 166.021
6716855.41 166.062
6721161.24 166.104
6724613.01 166.146
6727156.99 166.188
6728739.43 166.229
6729306.60 166.271
6718254.07 166.312
6685627.69 166.354
6635060.95 166.396
6570205.56 166.438
6494713.21 166.479
6412235.61 166.521
6326424.46 166.562
6240931.47 166.604
6159408.32 166.646
6085506.74 166.688
6022878.41 166.729
5975175.04 166.771
5946048.33 166.812
5934535.47 166.854
5926410.09 166.896
5919986.27 166.938
5914865.05 166.979
5910647.43 167.021
5906934.46 167.062
5903327.15 167.104
5899426.53 167.146
5894833.62 167.188
5889149.44 167.229
5881975.02 167.271
5872911.39 167.312
5854993.14 167.354
5818288.89 167.396
5766055.91 167.438
5701800.20 167.479
5629027.72 167.521
5551244.47 167.562
5471956.42 167.604
5394669.56 167.646
5322889.85 167.688
5260123.30 167.729
5209875.87 167.771
5175653.54 167.812
5160962.31 167.854
5162118.43 167.896
5167173.00 167.938
5174991.14 167.979
5184684.17 168.021
5195363.39 168.062
5206140.13 168.104
5216125.68 168.146
5224431.37 168.188
5230168.50 168.229
5232448.37 168.271
5226907.60 168.312
5210032.93 168.354
5183665.28 168.396
5149660.47 168.438
5109874.29 168.479
5066162.57 168.521
5020381.10 168.562
4974385.70 168.604
4930032.18 168.646
4889176.33 168.688
4853673.98 168.729
4825380.94 168.771
4806153.00 168.812
4797845.98 168.854
4802512.47 168.896
4820046.01 168.938
4848144.59 168.979
4884476.96 169.021
4926711.90 169.062
4972518.16 169.104
5019564.50 169.146
5065519.70 169.188
5108052.52 169.229
5144831.71 169.271
5173526.05 169.312
5191804.29 169.354
5197351.87 169.396
5190461.01 169.438
5173868.87 169.479
5149785.86 169.521
5120422.41 169.562
5087988.93 169.604
5054695.84 169.646
5022753.56 169.688
4994372.52 169.729
4971763.12 169.771
4957135.80 169.812
4952751.08 169.854
4964080.20 169.896
4990555.62 169.938
5027700.95 169.979
5071039.81 170.021
5116095.81 170.062
5158392.57 170.104
5193453.70 170.146
5216802.80 170.188
5226217.83 170.229
5232817.02 170.271
5238681.88 170.312
5243670.85 170.354
5247642.40 170.396
5250454.95 170.438
5251966.97 170.479
5244383.02 170.521
5191504.33 170.562
5137170.27 170.604
5140209.34 170.646
5177789.78 170.688
5223628.56 170.729
5249791.91 170.771
5260750.38 170.812
5265671.29 170.854
5271919.40 170.896
5284606.10 170.938
5314220.90 170.979
5355054.60 171.021
5407152.36 171.062
5462486.82 171.104
5516030.47 171.146
5570909.78 171.188
5627671.40 171.229
5686656.83 171.271
5747268.41 171.312
5808720.10 171.354
5870225.87 171.396
5931017.35 171.438
5991439.68 171.479
6051863.46 171.521
6112174.85 171.562
6172260.03 171.604
6232006.20 171.646
6291829.95 171.688
6351765.06 171.729
6411263.80 171.771
6469778.43 171.812
6526761.21 171.854
6582642.31 171.896
6638010.52 171.938
6692142.01 171.979
6744308.30 172.021
6793780.89 172.062
6840806.72 172.104
6886710.15 172.146
6931204.18 172.188
6973961.62 172.229
7014655.23 172.271
7052957.81 172.312
7088646.16 172.354
7125072.95 172.396
7163015.42 172.438
7201151.55 172.479
7238159.34 172.521
7272716.78 172.562
7303501.83 172.604
7329192.51 172.646
7348466.78 172.688
7360002.64 172.729
7363558.81 172.771
7365636.60 172.812
7367556.28 172.854
7369319.81 172.896
7370929.15 172.938
7372386.26 172.979
7373693.09 173.021
7374851.60 173.062
7375863.74 173.104
7376731.48 173.146
7377456.77 173.188
7378041.57 173.229
7378487.84 173.271
7378797.53 173.312
7378972.60 173.354
7378930.11 173.396
7375335.33 173.438
7366893.12 173.479
7354190.44 173.521
7337814.27 173.562
7318351.59 173.604
7296389.37 173.646
7272514.58 173.688
7247314.21 173.729
7221375.23 173.771
7195284.61 173.812
7169629.34 173.854
7144996.38 173.896
7121972.71 173.938
7101145.31 173.979
7083101.15 174.021
7068427.21 174.062
7057710.46 174.104
7051537.89 174.146
7050304.28 174.188
7051462.58 174.229
7053952.78 174.271
7057650.34 174.312
7062430.72 174.354
7068169.38 174.396
7074741.77 174.438
7082023.35 174.479
7089889.58 174.521
7098215.93 174.562
7106877.85 174.604
7115750.79 174.646
7124710.22 174.688
7133631.60 174.729
7142390.38 174.771
7150862.02 174.812
7158921.99 174.854
7166445.74 174.896
7173308.72 174.938
7179386.41 174.979
7184554.24 175.021
7188687.70 175.062
7191662.23 175.104
7193353.29 175.146
7193559.75 175.188
7191099.13 175.229
7185809.11 175.271
7177954.25 175.312
7167799.13 175.354
7155608.30 175.396
7141646.35 175.438
7126177.83 175.479
7109467.31 175.521
7091779.36 175.562
7073378.55 175.604
7054529.44 175.646
7035496.61 175.688
7016544.61 175.729
6997938.03 175.771
6979941.42 175.812
6962819.35 175.854
6946836.39 175.896
6932257.11 175.938
6919346.07 175.979
6908367.85 176.021
6899587.01 176.062
6893268.11 176.104
6889675.73 176.146
6890186.61 176.188
6907007.46 176.229
6929878.97 176.271
6941375.24 176.312
6926724.44 176.354
6895320.21 176.396
6841620.61 176.438
6764722.80 176.479
6703455.59 176.521
6656245.74 176.562
6611781.90 176.604
6571772.49 176.646
6529805.80 176.688
6471482.98 176.729
6381646.24 176.771
6291450.15 176.812
6236973.24 176.854
6235304.57 176.896
6245804.86 176.938
6262248.41 176.979
6281856.87 177.021
6301851.88 177.062
6320080.08 177.104
6341608.24 177.146
6366708.18 177.188
6393483.86 177.229
6420039.28 177.271
6444478.42 177.312
6464905.24 177.354
6479423.73 177.396
6486137.88 177.438
6484023.01 177.479
6474954.96 177.521
6460578.55 177.562
6442497.51 177.604
6422315.58 177.646
6401636.49 177.688
6382063.97 177.729
6365201.77 177.771
6352653.62 177.812
6346023.24 177.854
6347285.55 177.896
6358478.13 177.938
6378878.38 177.979
6407530.49 178.021
6443478.65 178.062
6485767.03 178.104
6533439.83 178.146
6585541.24 178.188
6641115.43 178.229
6699206.60 178.271
6758858.93 178.312
6819116.61 178.354
6879023.82 178.396
6937624.76 178.438
6993963.60 178.479
7047084.53 178.521
7097824.57 178.562
7150227.87 178.604
7204212.54 178.646
7259460.49 178.688
7315653.67 178.729
7372474.02 178.771
7429603.47 178.812
7486723.96 178.854
7543517.41 178.896
7599665.77 178.938
7654866.88 178.979
7711145.54 179.021
7769367.19 179.062
7828508.27 179.104
7887545.24 179.146
7945454.58 179.188
8001212.73 179.229
8053796.15 179.271
8102181.31 179.312
8145344.66 179.354
8183965.59 179.396
8221596.39 179.438
8257994.59 179.479
8292717.57 179.521
8325322.74 179.562
8355367.48 179.604
8382409.18 179.646
8406005.23 179.688
8425713.03 179.729
8441441.65 179.771
8456141.21 179.812
8470457.37 179.854
8484243.86 179.896
8497354.39 179.938
8509642.71 179.979
8520962.55 180.021
8531167.62 180.062
8540111.68 180.104
8547648.43 180.146
8553631.62 180.188
8557914.97 180.229
8560352.21 180.271
8560760.23 180.312
8558338.15 180.354
8552672.93 180.396
8543584.36 180.438
8530892.22 180.479
8514416.28 180.521
8493976.34 180.562
8446425.79 180.604
8342981.90 180.646
8209446.28 180.688
8009614.73 180.729
7866142.48 180.771
7771164.16 180.812
7699320.62 180.854
7666195.97 180.896
7644305.57 180.938
7639418.02 180.979
7643720.71 181.021
7650856.51 181.062
7659784.22 181.104
7672573.29 181.146
7686817.10 181.188
7702841.59 181.229
7723127.55 181.271
7743410.97 181.312
7759231.25 181.354
7766127.81 181.396
7532567.87 181.438
7002721.90 181.479
6565734.14 181.521
6524852.14 181.562
6650083.65 181.604
6833440.49 181.646
7012160.14 181.688
7123480.08 181.729
7165693.98 181.771
7202525.10 181.812
7233754.56 181.854
7258496.39 181.896
7275864.61 181.938
7284973.25 181.979
7282890.19 182.021
7261259.73 182.062
7229434.78 182.104
7199348.52 182.146
7175658.17 182.188
7152415.83 182.229
7129615.30 182.271
7107328.26 182.312
7085626.36 182.354
7064438.59 182.396
7043579.89 182.438
7023086.31 182.479
7002997.47 182.521
6983353.00 182.562
6964192.53 182.604
6945555.69 182.646
6927379.07 182.688
6909483.85 182.729
6891861.04 182.771
6874505.92 182.812
6857413.81 182.854
6840579.99 182.896
6823999.77 182.938
6807668.44 182.979
6791581.30 183.021
6775733.66 183.062
6760120.79 183.104
6744738.02 183.146
6729580.62 183.188
6714639.36 183.229
6699899.41 183.271
6685358.10 183.312
6671013.35 183.354
6656863.05 183.396
6642905.11 183.438
6629137.44 183.479
6615557.95 183.521
6602164.54 183.562
6588955.12 183.604
6575927.60 183.646
6563079.88 183.688
6550409.87 183.729
6537915.17 183.771
6525559.88 183.812
6513319.39 183.854
6501192.25 183.896
6489177.01 183.938
6477272.23 183.979
6465476.45 184.021
6453788.22 184.062
6442206.10 184.104
6430728.63 184.146
6419354.37 184.188
6408081.86 184.229
6396909.66 184.271
6385836.32 184.312
6374860.39 184.354
6363980.42 184.396
6353194.95 184.438
6342502.55 184.479
6331901.76 184.521
6321391.13 184.562
6310969.21 184.604
6300634.55 184.646
6290385.71 184.688
6280221.23 184.729
6270142.69 184.771
6260151.88 184.812
6250247.07 184.854
6240426.50 184.896
6230688.44 184.938
6221031.12 184.979
6211452.81 185.021
6201951.75 185.062
6192526.21 185.104
6183174.43 185.146
6173894.66 185.188
6164685.16 185.229
6155544.18 185.271
6146469.98 185.312
6137460.80 185.354
6128514.90 185.396
6119630.53 185.438
6110805.94 185.479
6102039.39 185.521
6093329.14 185.562
6084673.42 185.604
6076070.50 185.646
6067518.63 185.688
6059016.05 185.729
6050567.23 185.771
6042177.92 185.812
6033847.12 185.854
6025573.81 185.896
6017356.97 185.938
6009195.58 185.979
6001088.63 186.021
5993035.09 186.062
5985033.94 186.104
5977084.17 186.146
5969184.75 186.188
5961334.67 186.229
5953532.91 186.271
5945778.45 186.312
5938070.26 186.354
5930407.34 186.396
5922788.66 186.438
5915213.20 186.479
5907679.95 186.521
5900187.88 186.562
5892735.97 186.604
5885323.22 186.646
5877948.59 186.688
5870611.06 186.729
5863313.31 186.771
5856058.75 186.812
5848846.72 186.854
5841676.58 186.896
5834547.68 186.938
5827459.36 186.979
5820410.98 187.021
5813401.88 187.062
5806431.41 187.104
5799498.92 187.146
5792603.76 187.188
5785745.28 187.229
5778922.83 187.271
5772135.75 187.312
5765383.40 187.354
5758665.12 187.396
5751980.26 187.438
5745328.17 187.479
5738708.21 187.521
5732119.71 187.562
5725562.03 187.604
5719034.52 187.646
5712536.52 187.688
5706067.39 187.729
5699628.75 187.771
5693222.70 187.812
5686848.84 187.854
5680506.76 187.896
5674196.03 187.938
5667916.27 187.979
5661667.04 188.021
5655447.96 188.062
5649258.59 188.104
5643098.54 188.146
5636967.40 188.188
5630864.74 188.229
5624790.18 188.271
5618743.28 188.312
5612723.65 188.354
5606730.87 188.396
5600764.53 188.438
5594824.23 188.479
5588909.54 188.521
5583020.07 188.562
5577155.41 188.604
5571315.13 188.646
5565498.83 188.688
5559706.11 188.729
5553940.28 188.771
5548204.85 188.812
5542498.88 188.854
5536821.44 188.896
5531171.60 188.938
5525548.41 188.979
5519950.93 189.021
5514378.25 189.062
5508829.41 189.104
5503303.48 189.146
5497799.52 189.188
5492316.60 189.229
5486853.78 189.271
5481410.13 189.312
5475984.71 189.354
5470576.58 189.396
5465184.80 189.438
5459808.44 189.479
5454446.57 189.521
5449098.24 189.562
5443762.53 189.604
5438438.48 189.646
5433125.18 189.688
5427821.68 189.729
5422509.46 189.771
5417192.02 189.812
5411906.28 189.854
5406689.20 189.896
5401577.75 189.938
5396608.87 189.979
5391795.04 190.021
5387012.37 190.062
5382237.94 190.104
5377471.78 190.146
5372713.94 190.188
5367964.45 190.229
5363223.33 190.271
5358490.64 190.312
5353766.41 190.354
5349050.66 190.396
5344343.45 190.438
5339644.80 190.479
5334954.74 190.521
5330273.33 190.562
5325600.59 190.604
5320936.56 190.646
5316281.27 190.688
5311634.76 190.729
5306997.07 190.771
5302368.23 190.812
5297748.29 190.854
5293137.26 190.896
5288535.20 190.938
5283942.14 190.979
5279358.11 191.021
5274783.15 191.062
5270217.30 191.104
5265660.59 191.146
5261113.05 191.188
5256574.74 191.229
5252045.67 191.271
5247525.89 191.312
5243015.43 191.354
5238514.33 191.396
5234022.62 191.438
5229540.35 191.479
5225067.54 191.521
5220604.24 191.562
5216150.48 191.604
5211706.29 191.646
5207271.71 191.688
5202846.78 191.729
5198431.54 191.771
5194026.01 191.812
5189630.24 191.854
5185244.27 191.896
5180868.12 191.938
5176501.84 191.979
5172145.45 192.021
5167799.01 192.062
5163462.53 192.104
5159136.07 192.146
5154819.65 192.188
5150513.31 192.229
5146217.09 192.271
5141931.02 192.312
5137655.14 192.354
5133389.49 192.396
5129134.09 192.438
5124889.00 192.479
5120654.24 192.521
5116429.85 192.562
5112215.87 192.604
5108012.33 192.646
5103819.27 192.688
5099636.72 192.729
5095464.72 192.771
5091303.31 192.812
5087152.52 192.854
5083012.39 192.896
5078882.96 192.938
5074764.26 192.979
5070656.32 193.021
5066559.19 193.062
5062472.90 193.104
5058397.48 193.146
5054332.98 193.188
5050279.42 193.229
5046236.85 193.271
5042205.29 193.312
5038184.80 193.354
5034175.39 193.396
5030177.12 193.438
5026190.01 193.479
5022214.10 193.521
5018249.42 193.562
5014296.02 193.604
5010353.93 193.646
5006423.19 193.688
5002503.82 193.729
4998595.87 193.771
4994699.38 193.812
4990814.38 193.854
4986940.90 193.896
4983078.98 193.938
4979228.66 193.979
4975389.98 194.021
4971562.96 194.062
4967747.66 194.104
4963944.09 194.146
4960152.30 194.188
4956372.33 194.229
4952604.21 194.271
4948847.98 194.312
4945103.67 194.354
4941371.31 194.396
4937650.96 194.438
4933942.63 194.479
4930246.37 194.521
4926562.22 194.562
4922890.20 194.604
4919230.36 194.646
4915582.74 194.688
4911947.36 194.729
4908324.26 194.771
4904713.49 194.812
4901115.07 194.854
4897529.04 194.896
4893955.45 194.938
4890394.32 194.979
4886845.37 195.021
4883306.70 195.062
4879777.95 195.104
4876259.06 195.146
4872750.00 195.188
4869250.71 195.229
4865761.14 195.271
4862281.25 195.312
4858810.99 195.354
4855350.30 195.396
4851899.15 195.438
4848457.48 195.479
4845025.24 195.521
4841602.39 195.562
4838188.88 195.604
4834784.65 195.646
4831389.67 195.688
4828003.87 195.729
4824627.23 195.771
4821259.67 195.812
4817901.17 195.854
4814551.67 195.896
4811211.11 195.938
4807879.46 195.979
4804556.66 196.021
4801242.67 196.062
4797937.44 196.104
4794640.91 196.146
4791353.05 196.188
4788073.80 196.229
4784803.11 196.271
4781540.94 196.312
4778287.24 196.354
4775041.96 196.396
4771805.04 196.438
4768576.45 196.479
4765356.14 196.521
4762144.05 196.562
4758940.14 196.604
4755744.36 196.646
4752556.66 196.688
4749376.99 196.729
4746205.31 196.771
4743041.56 196.812
4739885.70 196.854
4736737.68 196.896
4733597.46 196.938
4730464.97 196.979
4727340.18 197.021
4724223.04 197.062
4721113.49 197.104
4718011.50 197.146
4714917.00 197.188
4711829.96 197.229
4708750.33 197.271
4705678.05 197.312
4702613.08 197.354
4699555.36 197.396
4696504.86 197.438
4693461.53 197.479
4690425.30 197.521
4687396.15 197.562
4684374.01 197.604
4681358.84 197.646
4678350.60 197.688
4675349.23 197.729
4672354.68 197.771
4669366.91 197.812
4666385.86 197.854
4663411.50 197.896
4660443.77 197.938
4657482.62 197.979
4654528.01 198.021
4651579.89 198.062
4648638.20 198.104
4645702.90 198.146
4642773.95 198.188
4639851.29 198.229
4636934.87 198.271
4634024.65 198.312
4631120.58 198.354
4628222.61 198.396
4625330.69 198.438
4622444.78 198.479
4619564.82 198.521
4616690.77 198.562
4613822.57 198.604
4610960.19 198.646
4608103.57 198.688
4605252.66 198.729
4602407.42 198.771
4599567.79 198.812
4596733.74 198.854
4593905.20 198.896
4591082.14 198.938
4588264.50 198.979
4585452.24 199.021
4582645.30 199.062
4579843.64 199.104
4577047.21 199.146
4574255.97 199.188
4571469.86 199.229
4568688.83 199.271
4565912.84 199.312
4563141.84 199.354
4560375.78 199.396
4557614.62 199.438
4554858.30 199.479
4552106.77 199.521
4549359.99 199.562
4546617.91 199.604
4543880.48 199.646
4541147.66 199.688
4538419.38 199.729
4535695.62 199.771
4532976.31 199.812
4530261.41 199.854
4527550.87 199.896
4524844.64 199.938
4522142.68 199.979
4519445.12 200.021
4516753.08 200.062
4514066.72 200.104
4511386.02 200.146
4508710.95 200.188
4506041.49 200.229
4503377.62 200.271
